unitid,peo1istr,peo2istr,peo3istr,peo4istr,peo5istr,peo6istr,cntlaffi,pubprime,pubsecon,relaffil,level1,level2,level3,level4,level5,level6,level7,level8,level9,level10,level11,level12,fopna,fopna1,fopna2,accrd1,accrd2,regaccrd,accrd3,accrd4,saccr,openadmp,admcon1,admcon2,admcon3,admcon4,admcon5,admcon6,admcon7,admcon8,appdate,"xapplcnm",applcnm,"xapplcnw",applcnw,"xadmssnm",admssnm,"xadmssnw",admssnw,"xenrlftm",enrlftm,"xenrlftw",enrlftw,"xenrlptm",enrlptm,"xenrlptw",enrlptw,satactdt,"xsatnum",satnum,"xsatpct",satpct,"xactnum",actnum,"xactpct",actpct,"xsatvr25",satvr25,"xsatvr75",satvr75,"xsatmt25",satmt25,"xsatmt75",satmt75,"xactcm25",actcm25,"xactcm75",actcm75,"xacten25",acten25,"xacten75",acten75,"xactmt25",actmt25,"xactmt75",actmt75,credits1,credits2,credits3,credits4,slo1,slo2,slo3,slo4,slo5,slo51,slo52,slo53,slo6,slo7,slo8,slo81,slo82,slo83,slo9,yrscoll,stusrv1,stusrv2,stusrv3,stusrv4,stusrv8,stusrv9,libfac,athassoc,assoc1,assoc2,assoc3,assoc4,assoc5,assoc6,sport1,confno1,sport2,confno2,sport3,confno3,sport4,confno4,insttoyr,pctpost,calsys,apfee,"xappfeeu",applfeeu,"xappfeeg",applfeeg,"xappfeep",applfeep,ftstu,ft_ug,ft_ftug,ft_gd,ft_fp,ptstu,pt_ug,pt_ftug,pt_gd,tuitvary,room,"xroomcap",roomcap,board,"xmealswk",mealswk,"xroomamt",roomamt,"xbordamt",boardamt,"xrmbdamt",rmbrdamt,"xenrlm",enrlm,"xenrlw",enrlw,"xenrlt",enrlt,"xapplcn",applcn,"xadmssn",admssn,"xenrlft",enrlft,"xenrlpt",enrlpt
101453,0,1,0,0,0,0,4,-2,-2,74,0,0,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,1,1,1,1,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",18,3,"A",,"R",1300,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101462,1,0,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101471,1,0,0,0,1,1,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101480,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,1,1,8,1,0,1,2,3,3,1,3,3,3,1,1,2,"R",1040,"R",1560,"R",804,"R",1205,"R",496,"R",570,"R",19,"R",24,2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,1,1,1,1,0,0,0,0,1,0,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,132,1,135,1,135,1,135,-2,-2,1,1,"R",20,"R",20,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",94,2,"A",,"R",1480,"R",2138,"A",,"R",515,"R",594,"R",1109,"R",2600,"R",2009,"R",1066,"R",43
101499,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",120,3,"A",,"R",2800,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101505,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101514,1,1,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101523,1,0,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101541,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,3,1,2,1,3,1,1,2,"B",,"R",290,"B",,"R",234,"B",,"R",93,"B",,"B",,2,"R",16,"R",17,"R",84,"R",90,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,0,0,0,1,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",266,1,"R",20,"R",3247,"R",2133,"A",,"Z",0,"R",93,"R",93,"R",290,"R",234,"R",93,"Z",0
101569,1,1,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101587,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",318,"R",372,"R",130,"R",145,"R",127,"R",144,"R",3,"R",1,2,"R",8,"R",3,"R",267,"R",97,"A",,"R",350,"R",300,"R",620,"R",12,"R",30,"R",10,"R",36,"R",12,"R",35,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,1,1,146,1,146,1,146,1,146,-2,-2,1,1,"R",20,"R",20,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",893,1,"R",19,"R",1160,"R",1764,"A",,"R",130,"R",145,"R",275,"R",690,"R",275,"R",271,"R",4
101602,1,1,0,1,1,0,1,2,0,-2,1,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101648,0,1,0,0,0,1,3,-2,-2,-2,0,0,1,0,0,0,0,0,0,0,0,0,1,1,-2,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,-2,0,0,0,0,0,1,1,1,0,0,1,0,0,1,2,-2,1,342,2,-2,2,-2,-2,-2,1,1,"R",35,"A",,"A",,1,1,1,2,2,2,2,2,2,1,1,"R",550,1,"R",21,"A",,"A",,"R",3000,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101675,0,1,0,0,0,0,4,-2,-2,55,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,8,1,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,0,0,1,1,0,1,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,161,1,161,1,161,2,-2,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",470,1,"R",19,"R",1950,"R",1820,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101693,0,1,0,0,0,0,4,-2,-2,75,0,0,1,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,2,1,2,3,3,1,1,2,"R",159,"R",318,"R",157,"R",318,"R",82,"R",149,"R",5,"R",8,2,"R",10,"R",4,"R",207,"R",84,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,-2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,-2,1,1,"R",30,"R",40,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",397,1,"R",21,"A",,"A",,"R",5000,"R",87,"R",157,"R",244,"R",477,"R",475,"R",231,"R",13
101709,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,2,1,1,2,2,1,1,2,"R",394,"R",935,"R",290,"R",675,"R",163,"R",338,"R",5,"R",1,1,"A",,"A",,"R",452,"R",85,"A",,"A",,"A",,"A",,"R",19,"R",25,"R",20,"R",26,"R",18,"R",23,1,0,1,0,0,1,0,1,1,1,0,1,1,0,1,1,0,1,0,2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,146,1,146,2,-2,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",1212,1,"R",21,"R",2318,"R",1320,"A",,"R",168,"R",339,"R",507,"R",1329,"R",965,"R",501,"R",6
101736,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",76,3,"A",,"R",1525,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101879,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,1,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,2,2,1,2,3,3,1,1,2,"R",1222,"R",1778,"R",1031,"R",1493,"R",328,"R",449,"R",2,"R",11,2,"R",14,"R",2,"R",754,"R",11,"R",413,"R",530,"R",453,"R",540,"R",18,"R",23,"R",18,"R",25,"R",17,"R",23,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,1,146,1,146,1,146,1,146,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,1,2,1,1,1,1,1,1,"R",900,2,"A",,"R",1760,"R",2274,"A",,"R",330,"R",460,"R",790,"R",3000,"R",2524,"R",777,"R",13
101897,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101912,0,1,0,0,0,0,4,-2,-2,95,0,0,1,0,1,0,0,0,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,3,1,2,1,3,1,1,1,"R",352,"R",495,"R",186,"R",278,"R",163,"R",232,"R",3,"R",1,1,"R",229,"R",57,"R",227,"R",56,"R",420,"R",550,"R",390,"R",520,"R",16,"R",22,"R",15,"R",22,"R",15,"R",19,0,0,1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",1193,1,"R",19,"R",2488,"R",3364,"A",,"R",166,"R",233,"R",399,"R",847,"R",464,"R",395,"R",4
101949,1,1,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101958,1,0,0,0,0,0,2,-2,-2,-2,0,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,1,"R",90,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
101994,1,0,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,1,0,0,3,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102030,1,1,0,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,0,0,1,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102049,1,1,1,0,0,0,4,-2,-2,54,0,1,1,0,1,0,1,1,1,1,0,0,1,1,1,1,1,8,0,0,1,2,1,2,1,1,1,3,1,1,2,"R",695,"R",1259,"R",593,"R",1138,"R",226,"R",428,"B",,"B",,2,"R",345,"R",53,"R",514,"R",79,"R",520,"R",620,"R",530,"R",640,"R",22,"R",28,"R",23,"R",29,"R",20,"R",27,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,114,1,135,1,135,1,135,-2,-2,4,1,"R",25,"R",25,"R",50,1,1,1,1,1,1,1,1,1,2,1,"R",1894,1,"R",19,"R",2432,"R",2562,"A",,"R",226,"R",428,"R",654,"R",1954,"R",1731,"R",654,"Z",0
102067,1,1,0,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102076,1,1,0,1,1,0,1,2,0,-2,1,0,1,0,0,0,0,0,0,0,0,0,2,-2,-2,0,1,8,0,0,2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,1,1,"R",78,1,"R",15,"R",600,"R",1050,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102094,1,1,1,0,0,0,1,2,0,-2,1,1,0,1,1,1,1,1,1,1,0,0,2,-2,-2,1,1,8,1,0,1,2,1,3,1,2,3,3,1,1,2,"R",1060,"R",1452,"R",974,"R",1357,"R",409,"R",594,"R",160,"R",226,2,"R",48,"R",5,"R",1012,"R",73,"A",,"A",,"A",,"A",,"R",19,"R",24,"R",19,"R",25,"R",17,"R",24,1,0,1,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,134,1,134,1,134,-2,-2,1,1,"R",25,"R",25,"R",50,1,1,1,1,1,1,1,1,1,1,1,"R",1966,2,"A",,"R",2129,"R",1965,"A",,"R",569,"R",820,"R",1389,"R",2512,"R",2331,"R",1003,"R",386
102100,0,1,0,1,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,-2,-2,1,1,8,0,0,1,3,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,0,1,0,0,0,1,1,1,1,0,1,0,1,1,1,1,0,0,-2,1,1,0,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",25,"R",25,"A",,1,1,2,1,2,1,1,2,2,1,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102216,1,1,0,0,1,0,3,-2,-2,-2,0,0,0,1,0,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,1,0,1,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,-2,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-2,1,1,1,1,0,0,2,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,2,2,"A",,"A",,"A",,1,1,1,2,2,1,1,1,2,2,2,"A",,3,"A",,"A",,"A",,"A",,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0
102234,1,1,1,0,0,0,4,-2,-2,30,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,-2,1,1,8,1,0,1,2,1,2,1,1,1,3,1,1,2,"R",408,"R",580,"R",309,"R",487,"R",120,"R",172,"R",0,"R",0,2,"R",115,"R",39,"R",248,"R",85,"R",510,"R",620,"R",500,"R",610,"R",21,"R",27,"R",21,"R",28,"R",20,"R",26,1,0,1,0,1,0,1,1,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,337,1,337,1,337,-2,-2,1,1,"R",25,"R",25,"A",,1,1,1,1,2,1,1,1,1,2,1,"R",852,1,"R",19,"R",3300,"R",3240,"A",,"R",120,"R",172,"R",292,"R",988,"R",796,"R",292,"Z",0
102261,0,1,0,0,0,0,3,-2,-2,-2,0,1,1,1,1,0,0,0,0,0,0,0,2,-2,-2,1,0,-2,0,0,1,2,1,2,1,2,1,3,1,1,2,"R",91,"R",46,"R",63,"R",32,"R",10,"R",8,"R",3,"R",4,2,"R",2,"A",,"R",20,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,0,0,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,-2,-2,1,1,"R",20,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",61,1,"R",15,"A",,"A",,"R",3540,"R",13,"R",12,"R",25,"R",137,"R",95,"R",18,"R",7
102270,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,0,0,2,-2,-2,0,1,8,1,0,2,2,1,2,1,2,2,2,1,1,2,"R",896,"R",1339,"R",416,"R",622,"R",202,"R",179,"R",22,"R",33,2,"R",93,"R",34,"R",275,"R",63,"A",,"A",,"A",,"A",,"R",15,"R",19,"R",14,"R",19,"R",13,"R",18,1,1,1,0,0,1,0,1,1,1,0,1,1,0,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,170,1,170,1,170,1,170,-2,-2,1,1,"R",25,"A",,"A",,1,1,1,2,2,1,1,1,2,2,1,"R",1052,1,"R",20,"R",2100,"R",2136,"A",,"R",224,"R",212,"R",436,"R",2235,"R",1038,"R",381,"R",55
